nom,masse_kg_m,h_m,b_m,tw_m,tf_m,aire_m2,Iyy_m4,Wel_y_m3,Wpl_y_m3,iy_m,Izz_m4,Wel_z_m3,Wpl_z_m3,iz_m,J_m4,r_m,profil_gsa
UC356x406x592,592,0.465,0.421,0.045,0.0723,0.07549,0.002502,0.01076,0.01314,0.182,0.0009017,0.0042840000000000005,0.006574,0.1093,0.00011354199999999999,0.015,CAT UC-AM UC356x406x592 20170912
UC356x406x634,634,0.4746,0.424,0.0476,0.077,0.08075,0.002748,0.01158,0.014240000000000001,0.1845,0.0009813,0.004629,0.007108000000000001,0.1102,0.00013716,0.015,CAT UC-AM UC356x406x634 20170912
UC356x406x677,677,0.483,0.428,0.0512,0.0815,0.08634,0.002995,0.012400000000000001,0.01535,0.1862,0.001069,0.004994,0.00768,0.1113,0.000164479,0.015,CAT UC-AM UC356x406x677 20170912
UC356x406x744,744,0.498,0.432,0.05559999999999999,0.0889,0.09480999999999999,0.003421,0.01374,0.01717,0.19,0.001199,0.0055520000000000005,0.008549000000000001,0.1125,0.000213687,0.015,CAT UC-AM UC356x406x744 20170912
UC356x406x818,818,0.514,0.437,0.0605,0.097,0.10432999999999999,0.003922,0.015260000000000001,0.019260000000000003,0.19390000000000002,0.0013549999999999999,0.006203,0.009561,0.114,0.00027849,0.015,CAT UC-AM UC356x406x818 20170912
UC356x406x900,900,0.531,0.442,0.0659,0.106,0.11492,0.004502,0.01696,0.02162,0.19790000000000002,0.001533,0.006938000000000001,0.01071,0.1155,0.000364215,0.015,CAT UC-AM UC356x406x900 20170912
UC356x406x990,990,0.55,0.448,0.0719,0.115,0.12624,0.005189,0.01887,0.024280000000000003,0.2027,0.0017339999999999999,0.007739,0.01196,0.1172,0.00046914199999999987,0.015,CAT UC-AM UC356x406x990 20170912
UC356x406x1086,1086,0.5690000000000001,0.454,0.078,0.125,0.13857999999999998,0.005957,0.02094,0.02721,0.2073,0.0019619999999999998,0.008645,0.013380000000000001,0.11900000000000001,0.000605012,0.015,CAT UC-AM UC356x406x1086 20170912
UC356x406x1202,1202,0.58,0.47100000000000003,0.095,0.13,0.15306,0.0066359999999999995,0.02288,0.03002,0.2082,0.002287,0.009712,0.01515,0.1222,0.000762948,0.015,CAT UC-AM UC356x406x1202 20170912
UC356x406x1299,1299,0.6,0.47600000000000003,0.1,0.14,0.16548,0.007546,0.025150000000000002,0.03325,0.2135,0.002544,0.01069,0.01667,0.124,0.000944511,0.015,CAT UC-AM UC356x406x1299 20170912
